Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2008-09,23,POR,NBA,SG,78,1993,.425,18.8,.368,.159,.044,.049,.116,.632,.470,.720,.250,.258,.301,.399,.578,.043,26,.893,.249,.364,2,0
2009-10,24,POR,NBA,SG,62,1441,.378,19.6,.371,.106,.059,.085,.121,.629,.395,.622,.440,.222,.294,.368,.597,.009,4,.827,.252,.313,1,0
2010-11,25,POR,NBA,SG,78,1821,.370,18.9,.372,.155,.059,.052,.106,.628,.453,.640,.206,.300,.393,.321,.392,.017,8,.879,.252,.363,1,0
2011-12,26,DEN,NBA,SG,31,710,.440,18.7,.458,.151,.049,.071,.187,.542,.573,.824,.364,.500,.452,.328,.695,.031,7,.975,.246,.433,0,0
