Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012-13,24,TOT,NBA,PF,13,0,58,1.9,4.3,.429,0.0,0.0,,1.9,4.3,.429,1.2,2.5,.500,1.2,4.3,5.6,1.9,0.6,1.2,3.7,6.2,5.0
2012-13,24,BOS,NBA,PF,5,0,18,4.0,8.0,.500,0.0,0.0,,4.0,8.0,.500,4.0,8.0,.500,2.0,4.0,6.0,2.0,2.0,0.0,2.0,2.0,12.0
2012-13,24,MIA,NBA,PF,8,0,40,0.9,2.7,.333,0.0,0.0,,0.9,2.7,.333,0.0,0.0,,0.9,4.5,5.4,1.8,0.0,1.8,4.5,8.1,1.8
2013-14,25,TOT,NBA,PF,24,0,339,3.8,6.4,.600,0.0,0.0,,3.8,6.4,.600,2.9,5.5,.519,2.0,4.7,6.7,1.4,1.1,3.1,1.1,6.6,10.5
2013-14,25,CHI,NBA,PF,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0
2013-14,25,PHI,NBA,PF,23,0,337,3.8,6.4,.600,0.0,0.0,,3.8,6.4,.600,2.9,5.6,.519,2.0,4.7,6.7,1.4,1.1,3.1,1.1,6.5,10.6
