Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2006-07,22,NYK,NBA,SF,68,1064,.505,4.9,.902,.735,.055,.040,.073,.098,.540,.629,.200,.091,.150,.185,.604,.175,44,1.000,.741,.200,1,0
2007-08,23,NYK,NBA,SF,65,952,.489,3.8,.935,.774,.059,.027,.075,.065,.517,.597,.000,.200,.214,.083,.589,.183,27,1.000,.417,.000,0,0
2008-09,24,DEN,NBA,PF,53,780,.558,4.5,.964,.736,.056,.020,.152,.036,.568,.621,.545,.500,.333,.286,.657,.188,33,1.000,.143,.000,1,0
2009-10,25,DEN,NBA,SF,13,91,.333,12.7,.611,.389,.056,.056,.111,.389,.545,.857,.000,.000,.000,.000,.500,.000,0,,.143,.000,0,0
2010-11,26,TOT,NBA,SF,8,62,.462,8.5,.846,.615,.000,.154,.077,.154,.455,.625,,.000,.000,.500,1.000,.308,4,1.000,1.000,.500,0,0
2010-11,26,DEN,NBA,SF,5,44,.556,4.3,1.000,.778,.000,.222,.000,.000,.556,.714,,.000,,,1.000,.444,4,,,,0,0
2010-11,26,NYK,NBA,SF,3,18,.250,17.8,.500,.250,.000,.000,.250,.500,.000,.000,,,.000,.500,,.000,0,1.000,1.000,.500,0,0
2011-12,27,NYK,NBA,SF,14,115,.500,11.3,.719,.531,.000,.000,.188,.281,.609,.706,,,.333,.222,.643,.156,4,.500,.667,.167,0,0
