Season,Team,Lg,Salary
2008-09,Utah Jazz,NBA,"$1,129,320"
2009-10,Utah Jazz,NBA,"$1,214,040"
2010-11,Denver Nuggets,NBA,"$1,352,640"
2011-12,Denver Nuggets,NBA,"$2,203,792"
2012-13,Denver Nuggets,NBA,"$3,000,000"
2013-14,Memphis Grizzlies,NBA,"$3,000,000"
2014-15,Memphis Grizzlies,NBA,"$3,000,000"
2015-16,Sacramento Kings,NBA,"$7,500,000"
