Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,27,DAL,NBA,PF,10,391,.360,8.1,1.000,.257,.338,.324,.081,.000,.360,.486,.435,.227,.182,,.510,.066,7,,,,0,0
2006-07,33,HOU,NBA,PF,7,157,.400,10.1,1.000,.286,.171,.200,.343,.000,.400,.600,.333,.286,.333,,.786,.000,0,,,,0,0
2007-08,34,DAL,NBA,PF,3,11,.000,11.0,1.000,.000,.500,.500,.000,.000,.000,,.000,.000,,,,.000,0,,,,0,0
2009-10,36,POR,NBA,C,6,87,.526,10.8,1.000,.211,.211,.421,.158,.000,.526,.750,.500,.500,.333,,.500,.000,0,,,,0,0
2010-11,37,MIA,NBA,PF,11,60,.444,6.6,1.000,.222,.556,.222,.000,.000,.444,.500,.200,1.000,,,.750,.000,0,,,,0,0
2011-12,38,MIA,NBA,PF,9,24,.286,17.1,1.000,.000,.000,.286,.714,.000,.286,,,.000,.400,,1.000,.000,0,,,,0,0
