Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2009-10,22,POR,NBA,C,39,4,405,5.8,8.8,.662,0.0,0.0,,5.8,8.8,.662,2.4,2.7,.900,3.4,9.9,13.2,0.1,0.9,2.2,1.6,10.3,14.0,,130,105
2011-12,24,IND,NBA,C,20,1,106,7.5,18.0,.417,0.0,0.0,,7.5,18.0,.417,2.0,3.5,.571,6.0,10.5,16.5,2.0,1.5,1.0,1.0,8.0,17.0,,105,101
2012-13,25,IND,NBA,PF,37,0,369,8.8,18.2,.484,0.3,0.6,.500,8.5,17.6,.484,3.0,3.3,.913,4.2,10.8,15.0,2.2,0.9,1.7,3.3,6.3,20.9,,104,99
2013-14,26,SAS,NBA,PF,73,10,952,5.4,9.2,.580,0.0,0.0,,5.4,9.2,.580,2.0,2.9,.691,4.7,9.0,13.7,3.2,0.7,1.3,3.3,7.8,12.7,,110,103
2014-15,27,SAS,NBA,PF,51,0,383,7.4,12.7,.579,0.0,0.0,,7.4,12.7,.579,3.6,4.8,.750,4.9,10.7,15.6,1.9,1.1,1.1,3.5,8.0,18.3,,112,101
2015-16,28,LAC,NBA,C,17,0,107,5.6,10.8,.522,0.0,0.5,.000,5.6,10.3,.545,2.8,2.8,1.000,1.9,8.4,10.3,2.3,0.0,1.4,2.8,8.4,14.0,,105,106
