Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005-06,22,DET,NBA,PF,26,0,159,5.2,12.2,.426,0.0,0.0,,5.2,12.2,.426,3.2,9.5,.333,2.7,3.6,6.3,0.7,0.9,1.1,2.5,3.2,13.6
2006-07,23,DET,NBA,C,67,8,943,5.0,10.0,.500,0.0,0.0,,5.0,10.0,.500,2.7,5.2,.526,3.4,3.7,7.1,0.5,1.1,2.3,2.0,4.2,12.8
2007-08,24,DET,NBA,C,82,7,1768,4.9,9.1,.538,0.0,0.0,.000,4.9,9.1,.539,3.5,5.5,.633,3.6,5.2,8.8,0.9,0.4,1.9,1.4,3.7,13.3
2008-09,25,DET,NBA,C,78,4,1408,4.7,8.2,.575,0.0,0.0,.000,4.7,8.2,.577,2.1,4.0,.532,4.3,4.0,8.3,0.6,0.6,1.6,1.2,4.0,11.6
2009-10,26,DET,NBA,C,76,29,1550,4.9,9.6,.511,0.0,0.0,.000,4.9,9.6,.512,2.1,3.6,.574,3.7,5.6,9.3,0.9,0.8,0.9,1.6,4.1,11.9
2010-11,27,DET,NBA,PF,57,14,930,3.6,7.3,.492,0.0,0.0,,3.6,7.3,.492,2.0,3.8,.515,2.6,4.1,6.7,0.7,0.9,0.8,1.7,3.6,9.2
2011-12,28,DET,NBA,PF,65,42,1466,4.5,9.4,.478,0.0,0.0,.000,4.5,9.4,.480,1.4,2.6,.547,3.1,5.1,8.2,1.0,0.8,1.2,1.7,3.7,10.4
2012-13,29,DET,NBA,PF,72,71,1789,4.1,9.2,.446,0.0,0.0,,4.1,9.2,.446,1.8,2.9,.621,2.7,5.5,8.2,1.1,0.6,1.9,1.6,3.5,10.0
2013-14,30,ORL,NBA,PF,34,13,488,3.5,7.7,.448,0.0,0.0,,3.5,7.7,.448,1.1,2.3,.484,2.1,4.3,6.3,0.7,0.6,1.5,1.0,3.5,8.0
2014-15,31,CHO,NBA,PF,61,0,878,3.3,7.9,.422,0.0,0.0,,3.3,7.9,.422,1.7,2.9,.577,3.5,4.8,8.3,0.8,0.7,1.8,1.2,3.9,8.3
