Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2008-09,20,LAC,NBA,C,53,771,.633,1.1,1.000,.850,.129,.014,.007,.000,.633,.696,.316,.000,.000,,.677,.503,60,,,,0,0
2009-10,21,LAC,NBA,C,70,1137,.605,1.4,.992,.861,.088,.034,.008,.008,.610,.639,.524,.250,.000,.000,.660,.437,93,,.000,,0,0
2010-11,22,LAC,NBA,C,80,2047,.686,2.1,.997,.806,.185,.003,.003,.003,.688,.745,.460,.000,.000,.000,.667,.513,158,,.000,,0,0
2011-12,23,LAC,NBA,C,66,1798,.632,2.6,.997,.788,.181,.018,.009,.003,.634,.673,.475,.500,.667,.000,.660,.521,141,,1.000,.000,0,0
2012-13,24,LAC,NBA,C,82,2010,.643,2.8,1.000,.701,.277,.014,.008,.000,.643,.716,.489,.429,.000,,.672,.412,179,,,,0,0
2013-14,25,LAC,NBA,C,82,2870,.676,2.1,1.000,.817,.179,.004,.000,.000,.676,.717,.489,.500,,,.744,.536,245,,,,0,0
2014-15,26,LAC,NBA,C,82,2820,.710,1.2,.993,.918,.071,.002,.000,.007,.713,.739,.368,1.000,,.250,.690,.532,252,.000,.000,,0,0
2015-16,27,LAC,NBA,C,77,2598,.703,1.2,.998,.835,.154,.006,.000,.002,.704,.769,.385,.333,,.000,.782,.486,227,,.000,,0,0
2016-17,28,LAC,NBA,C,50,1576,.698,1.3,.997,.874,.123,.000,.000,.003,.700,.732,.476,,,.000,.706,.481,152,,.000,,0,0
