Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,21,CHH,NBA,PG,10,397,.480,14.3,.593,.366,.057,.065,.106,.407,.534,.622,.571,.250,.385,.400,.231,.065,6,.700,.180,.778,1,0
2001-02,22,CHH,NBA,PG,9,401,.378,13.9,.670,.340,.053,.106,.170,.330,.397,.484,.400,.400,.219,.339,.180,.032,5,.571,.065,.000,2,0
2002-03,23,NOH,NBA,PG,5,194,.446,14.2,.578,.373,.024,.096,.084,.422,.521,.645,.500,.250,.286,.343,.320,.024,1,.333,.029,.000,1,0
2003-04,24,NOH,NBA,PG,7,260,.377,15.0,.570,.289,.026,.114,.140,.430,.415,.515,.000,.308,.375,.327,.333,.009,1,.563,.082,.250,0,0
2006-07,27,GSW,NBA,PG,11,445,.513,13.6,.649,.335,.073,.084,.157,.351,.589,.641,.286,.500,.667,.373,.123,.031,6,.360,.239,.313,1,1
2011-12,32,NYK,NBA,PG,4,97,.478,20.0,.391,.261,.000,.043,.087,.609,.778,.833,,1.000,.500,.286,.143,.043,1,.250,.071,.000,1,0
