Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2001-02,23,NJN,NBA,PF,6,14,.333,14.7,.667,.333,.000,.000,.333,.333,.500,1.000,,,.000,.000,1.000,.000,0,,.000,,0,0
2002-03,24,NJN,NBA,PF,7,20,.500,10.8,.750,.250,.250,.250,.000,.250,.667,1.000,.000,1.000,,.000,.500,.000,0,,.000,,0,0
2003-04,25,NJN,NBA,PF,9,73,.647,15.6,.647,.235,.000,.118,.294,.353,.545,.500,,1.000,.400,.833,.500,.059,1,1.000,.500,1.000,0,0
2004-05,26,NJN,NBA,PF,4,61,.182,14.0,.636,.182,.182,.091,.182,.364,.143,.000,.000,1.000,.000,.250,.000,.000,0,1.000,.250,.000,0,0
2008-09,30,BOS,NBA,C,12,246,.423,20.0,.442,.077,.058,.038,.269,.558,.391,.250,.333,.500,.429,.448,.889,.000,0,1.000,.517,.467,0,0
2009-10,31,BOS,NBA,PF,1,1,,,,,,,,,,,,,,,,,0,,,,0,0
