Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,27,CLE,NBA,SF,78,2225,.423,13.3,.822,.217,.145,.157,.303,.178,.434,.617,.269,.434,.382,.370,.594,.039,34,.934,.455,.373,1,0
2001-02,28,CLE,NBA,SF,71,2312,.436,14.5,.759,.192,.118,.171,.278,.241,.440,.550,.431,.456,.358,.424,.587,.044,35,.881,.340,.519,2,0
2003-04,30,TOR,NBA,SF,33,518,.353,16.0,.721,.163,.070,.098,.391,.279,.355,.543,.400,.238,.298,.350,.527,.028,4,.905,.500,.367,0,0
2004-05,31,TOR,NBA,SF,62,918,.426,15.6,.661,.206,.065,.116,.274,.339,.420,.500,.300,.444,.376,.438,.605,.048,15,.935,.457,.438,1,0
2005-06,32,NJN,NBA,SF,57,576,.398,17.0,.569,.199,.039,.061,.271,.431,.437,.583,.429,.364,.347,.346,.689,.039,7,1.000,.385,.367,0,0
