Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,28,PHI,NBA,SG,23,892,.415,14.2,.787,.159,.166,.203,.259,.213,.414,.688,.200,.459,.346,.422,.551,.003,1,1.000,.438,.571,1,0
2001-02,29,PHI,NBA,SG,5,146,.435,16.3,.652,.174,.087,.130,.261,.348,.467,.500,.500,.500,.417,.375,.714,.000,0,1.000,.250,.750,0,0
2002-03,30,PHI,NBA,SF,12,315,.535,11.5,.873,.338,.070,.141,.324,.127,.532,.708,.600,.400,.391,.556,.606,.000,0,.800,.556,.800,0,0
2004-05,32,PHI,NBA,SG,5,85,.429,14.3,.571,.286,.000,.143,.143,.429,.500,1.000,,.000,.000,.333,1.000,.000,0,1.000,1.000,.333,0,0
2005-06,33,LAL,NBA,PG,1,8,,,,,,,,,,,,,,,,,0,,,,0,0
