Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,22,569,.389,14.7,.640,.207,.118,.172,.143,.360,.400,.548,.250,.371,.345,.370,.635,.044,9,.963,.274,.550,0,0
1 season,,OKC,NBA,,11,323,.380,15.3,.643,.163,.132,.178,.171,.357,.386,.619,.176,.391,.318,.370,.656,.047,6,.941,.239,.545,0,0
1 season,,SAC,NBA,,6,197,.407,13.0,.648,.278,.111,.204,.056,.352,.457,.600,.500,.273,.333,.316,.563,.056,3,1.000,.368,.429,0,0
1 season,,SAS,NBA,,5,49,.400,14.7,.600,.300,.050,.050,.200,.400,.333,.167,.000,1.000,.500,.500,.750,.000,0,1.000,.250,1.000,0,0
