Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1995-96,22,UTA,NBA,C,57,10,661,4.7,9.9,.473,0.0,0.0,,4.7,9.9,.473,2.0,2.9,.667,3.1,6.4,9.5,0.3,0.3,3.4,1.4,5.0,11.3
1996-97,23,UTA,NBA,C,77,70,1818,4.2,8.1,.515,0.0,0.1,.000,4.2,8.0,.520,2.8,4.1,.678,3.6,7.6,11.2,0.5,0.5,3.0,1.5,4.6,11.1
1997-98,24,UTA,NBA,C,63,23,1288,3.2,6.7,.481,0.0,0.0,,3.2,6.7,.481,1.9,3.9,.479,3.7,6.7,10.5,0.7,0.8,3.7,2.1,4.6,8.3
1998-99,25,UTA,NBA,C,48,48,1340,2.7,5.6,.476,0.0,0.0,,2.7,5.6,.476,2.0,3.3,.620,2.8,6.5,9.3,0.6,0.3,3.5,1.2,3.8,7.3
1999-00,26,UTA,NBA,C,81,3,1606,2.8,6.0,.464,0.0,0.0,.000,2.8,6.0,.466,2.7,4.2,.636,3.9,6.9,10.8,0.4,0.4,3.9,1.8,4.4,8.2
2000-01,27,UTA,NBA,C,81,3,1491,3.4,6.8,.495,0.0,0.0,.500,3.3,6.7,.495,2.0,3.6,.556,4.0,6.1,10.0,0.5,0.5,3.4,1.5,5.2,8.8
2001-02,28,UTA,NBA,C,74,14,1107,3.0,6.5,.453,0.0,0.0,,3.0,6.5,.453,2.0,4.2,.485,4.1,6.1,10.2,1.6,0.5,3.5,1.7,4.9,8.0
2002-03,29,UTA,NBA,C,81,74,1926,3.2,6.1,.518,0.0,0.0,,3.2,6.1,.518,1.9,3.7,.510,3.4,6.0,9.4,1.0,0.4,2.7,1.9,4.4,8.2
2003-04,30,UTA,NBA,C,78,51,2153,3.5,7.3,.476,0.0,0.0,.000,3.5,7.3,.477,1.9,3.3,.579,3.7,6.0,9.7,2.1,0.5,2.3,1.7,3.8,8.8
2004-05,31,SAC,NBA,C,56,3,556,2.4,5.4,.440,0.0,0.1,.000,2.4,5.3,.451,0.8,2.5,.342,3.6,7.3,10.8,2.4,0.5,2.6,1.6,5.7,5.6
2005-06,32,UTA,NBA,C,60,22,807,2.7,5.5,.492,0.0,0.0,,2.7,5.5,.492,1.1,2.1,.500,3.7,6.4,10.0,2.6,0.3,2.9,2.1,5.8,6.5
