Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,19,UTA,NBA,SG,1,8,.500,9.5,1.000,.500,.000,.000,.500,.000,.500,1.000,,,.000,,1.000,.500,1,,,,0,0
2002-03,21,UTA,NBA,SG,4,37,.400,19.5,.867,.133,.000,.133,.600,.133,.462,.500,,1.000,.333,.000,.667,.000,0,,.000,,1,0
2006-07,25,WAS,NBA,SG,4,122,.196,15.0,.587,.326,.022,.043,.196,.413,.222,.400,.000,.000,.000,.158,.333,.022,0,1.000,.368,.000,0,0
2007-08,26,WAS,NBA,SG,6,196,.367,19.1,.400,.150,.067,.017,.167,.600,.333,.333,.500,.000,.300,.389,.125,.017,1,.929,.417,.400,1,0
2009-10,28,DAL,NBA,SG,2,6,.000,24.0,.000,.000,.000,.000,.000,1.000,,,,,,.000,,.000,0,,.333,.000,0,0
2010-11,29,DAL,NBA,SG,21,332,.349,22.0,.181,.060,.048,.012,.060,.819,.133,.200,.000,.000,.200,.397,.500,.000,0,.815,.324,.545,1,0
2012-13,31,ATL,NBA,SG,4,45,.600,31.2,.000,.000,.000,.000,.000,1.000,,,,,,.600,,.000,0,1.000,.200,1.000,1,0
