Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2006-07,21,CLE,NBA,SG,1,0,,,,,,,,,,,,,,,,,0,,,,0,0
2008-09,23,LAL,NBA,SG,21,276,.434,12.5,.699,.349,.084,.108,.157,.301,.414,.379,.571,.556,.308,.480,.667,.024,2,.917,.200,.600,0,0
2009-10,24,LAL,NBA,SG,23,324,.393,15.2,.701,.280,.084,.065,.271,.299,.440,.567,.333,.286,.379,.281,.636,.056,6,1.000,.281,.333,2,0
2010-11,25,LAL,NBA,SG,10,166,.459,15.9,.590,.230,.098,.033,.230,.410,.583,.857,.667,.500,.286,.280,.476,.049,3,1.000,.320,.250,0,0
