Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2011-12,21,MIN,NBA,PG,41,31,1404,5.1,14.3,.357,1.2,3.4,.340,3.9,10.8,.363,4.6,5.8,.803,0.8,5.5,6.3,12.3,3.3,0.3,4.8,3.6,16.0,,99,104
2012-13,22,MIN,NBA,PG,57,47,1691,5.7,15.7,.360,0.8,2.8,.293,4.8,12.9,.374,6.5,8.1,.799,1.3,5.7,7.0,12.8,4.2,0.2,5.3,4.4,18.6,,99,102
2013-14,23,MIN,NBA,PG,82,82,2638,4.8,12.5,.381,0.8,2.5,.331,3.9,10.0,.393,4.2,5.3,.802,1.1,5.3,6.4,13.2,3.6,0.2,4.1,4.1,14.6,,106,104
2014-15,24,MIN,NBA,PG,22,22,692,5.7,16.1,.356,1.0,3.7,.255,4.8,12.3,.387,4.2,5.2,.803,1.4,7.8,9.2,14.2,2.8,0.1,4.7,4.3,16.6,,98,110
2015-16,25,MIN,NBA,PG,76,76,2323,4.8,12.7,.374,1.3,4.1,.326,3.4,8.6,.396,5.8,6.8,.847,0.9,6.2,7.1,14.3,3.5,0.2,4.2,4.4,16.6,,110,107
2016-17,26,MIN,NBA,PG,44,44,1397,4.1,10.6,.387,1.1,3.9,.287,3.0,6.7,.446,4.4,5.0,.870,1.6,4.6,6.2,13.0,2.8,0.2,3.7,4.2,13.7,,115,110
