Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2002-03,21,TOT,NBA,SF-PF,70,1873,.457,9.2,.938,.311,.259,.187,.181,.062,.468,.574,.408,.434,.404,.292,.595,.040,28,1.000,.125,.333,0,0
2002-03,21,MEM,NBA,SF,51,1329,.443,10.1,.920,.267,.267,.175,.210,.080,.455,.565,.409,.426,.397,.304,.598,.028,15,1.000,.130,.333,0,0
2002-03,21,ORL,NBA,PF,19,544,.498,6.7,.990,.438,.234,.219,.100,.010,.503,.591,.404,.455,.450,.000,.590,.075,13,,.000,,0,0
2003-04,22,ORL,NBA,PF,79,2134,.445,9.7,.949,.300,.226,.198,.226,.051,.457,.530,.487,.360,.417,.214,.561,.057,42,.889,.262,.273,2,0
2004-05,23,CLE,NBA,PF,82,2523,.492,7.9,.970,.371,.269,.196,.134,.030,.502,.631,.461,.384,.397,.179,.675,.087,77,1.000,.143,.000,0,0
2005-06,24,CLE,NBA,PF,79,2174,.512,6.2,.995,.492,.233,.155,.115,.005,.513,.611,.382,.446,.453,.333,.583,.118,70,1.000,.667,.500,0,0
2006-07,25,CLE,NBA,PF,80,2238,.473,9.5,.992,.286,.217,.270,.219,.008,.476,.598,.394,.410,.477,.167,.605,.070,48,1.000,.500,.333,0,0
2007-08,26,TOT,NBA,PF,69,2122,.449,9.0,.992,.354,.177,.227,.234,.008,.452,.595,.359,.429,.329,.000,.611,.068,47,,.333,.000,1,0
2007-08,26,CLE,NBA,PF,51,1564,.444,9.5,.994,.329,.180,.235,.250,.006,.446,.599,.319,.447,.336,.000,.638,.061,30,,.667,.000,0,0
2007-08,26,CHI,NBA,PF,18,558,.461,8.0,.986,.415,.171,.207,.194,.014,.467,.589,.459,.378,.310,.000,.550,.083,17,,.000,,1,0
2008-09,27,TOT,NBA,PF,51,1264,.468,10.7,.992,.263,.192,.202,.336,.008,.472,.541,.567,.451,.376,.000,.578,.036,17,,.500,.000,0,0
2008-09,27,CHI,NBA,PF,31,918,.457,11.5,.991,.250,.145,.196,.401,.009,.461,.511,.529,.522,.376,.000,.596,.028,9,,.667,.000,0,0
2008-09,27,SAC,NBA,PF,1,26,.556,11.3,1.000,.222,.333,.000,.444,.000,.556,.500,1.000,,.250,,.400,.111,1,,,,0,0
2008-09,27,SAS,NBA,PF,19,320,.490,8.7,.993,.297,.297,.228,.172,.007,.493,.605,.581,.303,.400,.000,.549,.048,7,,.000,,0,0
2009-10,28,TOT,NBA,C-PF,70,1755,.478,7.1,.987,.467,.214,.115,.191,.013,.483,.548,.473,.290,.452,.125,.547,.061,36,1.000,.125,.000,2,0
2009-10,28,DAL,NBA,C,46,1030,.467,6.7,.982,.467,.259,.101,.155,.018,.473,.541,.483,.324,.346,.167,.551,.068,23,1.000,.000,,2,0
2009-10,28,LAC,NBA,PF,24,725,.492,7.6,.992,.466,.158,.132,.237,.008,.496,.556,.452,.257,.540,.000,.542,.053,13,,.500,.000,0,0
2010-11,29,MIL,NBA,PF,35,860,.431,12.0,.945,.268,.166,.113,.398,.055,.447,.598,.283,.366,.438,.150,.641,.022,7,1.000,.200,.250,1,0
2011-12,30,MIL,NBA,C,56,1469,.437,11.9,.916,.289,.149,.119,.359,.084,.450,.568,.316,.346,.445,.291,.657,.027,16,.938,.255,.286,1,0
2012-13,31,MIL,NBA,C,16,151,.328,9.8,.918,.410,.131,.131,.246,.082,.339,.480,.125,.250,.267,.200,.684,.082,5,1.000,.400,.500,0,0
2013-14,32,WAS,NBA,C,22,395,.531,12.5,.881,.301,.112,.105,.357,.119,.548,.721,.375,.333,.529,.412,.638,.021,2,.857,.235,.500,0,0
2014-15,33,WAS,NBA,PF,51,864,.399,15.4,.786,.221,.094,.080,.388,.214,.401,.459,.231,.455,.402,.390,.655,.007,2,.957,.203,.500,1,0
2015-16,34,WAS,NBA,PF,30,305,.320,15.3,.602,.243,.087,.107,.175,.398,.419,.480,.333,.364,.389,.171,.423,.019,1,1.000,.146,.333,0,0
