Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2003-04,23,LAL,NBA,C,13,46,.333,9.7,1.000,.333,.067,.333,.267,.000,.333,.200,1.000,.600,.000,,.200,.067,1,,,,0,0
2005-06,25,LAL,NBA,PF,7,78,.391,14.1,.761,.261,.065,.152,.283,.239,.400,.417,.333,.286,.462,.364,.429,.000,0,1.000,.000,,0,0
2006-07,26,LAL,NBA,PF,5,51,.333,15.8,.611,.278,.000,.111,.222,.389,.273,.400,,.000,.250,.429,.667,.000,0,1.000,.286,.500,0,0
2008-09,28,HOU,NBA,PF,6,32,.267,18.3,.400,.133,.200,.000,.067,.600,.333,.500,.333,,.000,.222,.500,.000,0,1.000,.000,,0,0
