Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,20,ATL,NBA,SF,78,1313,.374,14.2,.674,.262,.090,.151,.172,.326,.399,.520,.286,.288,.373,.323,.667,.064,23,.976,.323,.244,2,0
2001-02,21,ATL,NBA,SF,72,1727,.396,15.3,.543,.250,.070,.124,.098,.457,.427,.548,.184,.328,.415,.360,.552,.063,29,.978,.324,.375,0,0
2003-04,23,NYK,NBA,SF,21,287,.371,13.7,.629,.268,.134,.082,.144,.371,.377,.538,.154,.375,.286,.361,.565,.062,5,.846,.444,.375,0,0
2004-05,24,DEN,NBA,SG,71,1232,.499,12.6,.601,.412,.032,.057,.100,.399,.592,.686,.500,.333,.378,.358,.606,.178,61,.981,.547,.420,0,0
2005-06,25,DEN,NBA,SG,58,924,.431,16.1,.477,.245,.046,.059,.127,.523,.521,.680,.214,.333,.410,.350,.684,.092,25,.946,.600,.323,0,0
2006-07,26,DEN,NBA,SF,39,419,.325,16.6,.429,.234,.078,.019,.097,.571,.470,.639,.333,.000,.267,.216,.581,.052,7,1.000,.466,.268,0,0
2007-08,27,SAS,NBA,SF,5,28,.500,19.6,.357,.143,.000,.071,.143,.643,.800,1.000,,1.000,.500,.333,1.000,.000,0,1.000,.444,.250,0,0
