Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,33,267,.564,1.3,1.000,.872,.103,.000,.026,.000,.564,.588,.500,,.000,,.591,.077,3,,,,0,0
1 season,,PHI,NBA,,15,124,.538,0.5,1.000,.923,.077,.000,.000,.000,.538,.500,1.000,,,,.857,.000,0,,,,0,0
1 season,,POR,NBA,,9,112,.611,2.1,1.000,.833,.111,.000,.056,.000,.611,.667,.500,,.000,,.455,.111,2,,,,0,0
1 season,,CHI,NBA,,7,26,.500,1.2,1.000,.833,.167,.000,.000,.000,.500,.600,.000,,,,.667,.167,1,,,,0,0
1 season,,ATL,NBA,,2,5,.500,0.0,1.000,1.000,.000,.000,.000,.000,.500,.500,,,,,.000,.000,0,,,,0,0
