Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2004-05,24,TOT,NBA,PF,11,117,,,,92%,8%,-25.2,-17.8,3,2,2,0,,0,,8,0,0,1
2004-05,24,POR,NBA,PF,9,112,,,,92%,8%,-22.2,-18.0,3,2,2,5,,1,,8,3,0,1
2004-05,24,ATL,NBA,PF,2,5,,,,100%,,-104.8,-94.2,0,0,0,1,,0,,0,0,0,0
2005-06,25,TOT,NBA,PF,22,150,,,6%,83%,11%,+6.8,+7.5,1,1,5,0,,0,,2,0,0,3
2005-06,25,PHI,NBA,PF,15,124,,,5%,89%,6%,+4.3,+6.4,1,1,5,18,,2,,2,4,0,2
2005-06,25,CHI,NBA,PF,7,26,,,9%,56%,35%,+19.0,+18.1,0,0,0,2,,0,,0,0,0,1
