Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,16,108,.136,10.9,.727,.273,.318,.091,.045,.273,.188,.500,.000,.000,.000,.000,.000,.045,1,,.500,.000,0,0
1 season,,HOU,NBA,,5,36,.300,9.7,.700,.400,.300,.000,.000,.300,.429,.750,.000,,,.000,.000,.100,1,,.000,,0,0
1 season,,LAC,NBA,,4,35,.000,6.7,1.000,.333,.333,.333,.000,.000,.000,.000,.000,.000,,,,.000,0,,,,0,0
1 season,,MIN,NBA,,4,20,.000,13.6,.667,.111,.333,.111,.111,.333,.000,.000,.000,.000,.000,.000,,.000,0,,1.000,.000,0,0
1 season,,MEM,NBA,,3,17,,,,,,,,,,,,,,,,,0,,,,0,0
