Season,Team,Lg,Salary
2008-09,Chicago Bulls,NBA,"$4,822,800"
2009-10,Chicago Bulls,NBA,"$5,184,480"
2010-11,Chicago Bulls,NBA,"$5,546,160"
2011-12,Chicago Bulls,NBA,"$6,993,708"
2012-13,Chicago Bulls,NBA,"$16,402,500"
2013-14,Chicago Bulls,NBA,"$17,632,688"
2014-15,Chicago Bulls,NBA,"$18,862,875"
2015-16,Chicago Bulls,NBA,"$20,093,063"
