Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007-08,21,SEA,NBA,SF,80,52,2253,5.1,12.0,.427,0.3,1.2,.276,4.8,10.8,.444,2.8,3.8,.744,1.6,4.4,6.1,1.9,0.7,0.8,2.5,3.2,13.4
2008-09,22,OKC,NBA,PF,78,78,2873,6.0,13.4,.446,1.2,3.1,.389,4.8,10.3,.463,3.0,3.8,.788,1.5,5.0,6.5,1.9,1.0,0.4,2.2,2.5,16.2
2009-10,23,OKC,NBA,PF,82,82,3043,5.7,12.7,.453,1.2,3.7,.333,4.5,9.0,.503,2.0,2.6,.740,1.3,4.5,5.8,1.6,1.2,0.9,1.6,2.6,14.7
2010-11,24,TOT,NBA,PF-SF,75,51,2427,5.5,12.2,.449,0.9,3.1,.303,4.5,9.0,.499,2.9,3.6,.811,1.1,4.3,5.3,1.6,0.8,0.5,1.5,3.1,14.8
2010-11,24,OKC,NBA,PF,49,49,1815,5.4,12.3,.437,1.1,3.6,.304,4.2,8.6,.493,2.9,3.6,.818,1.1,4.3,5.4,1.8,0.8,0.4,1.5,2.8,14.8
2010-11,24,BOS,NBA,SF,26,2,612,5.8,11.9,.485,0.5,1.6,.296,5.3,10.3,.514,2.9,3.7,.794,0.9,4.1,5.1,1.1,0.8,0.9,1.4,4.0,14.9
2012-13,26,BOS,NBA,PF,81,17,2252,6.0,12.9,.467,1.1,2.9,.385,4.9,10.0,.490,3.4,4.2,.808,0.9,4.2,5.1,2.0,0.9,1.1,2.1,2.8,16.6
2013-14,27,BOS,NBA,SF,82,82,2805,6.2,15.0,.412,1.7,5.1,.341,4.5,9.9,.448,3.6,4.6,.795,0.7,4.2,4.9,1.8,0.7,0.6,2.1,2.3,17.7
2014-15,28,TOT,NBA,SF,78,70,2454,6.1,14.2,.430,1.4,4.3,.332,4.7,9.9,.473,3.5,4.2,.833,0.9,3.9,4.8,2.0,0.8,0.5,1.6,2.2,17.1
2014-15,28,BOS,NBA,SF,33,33,1093,6.8,15.6,.434,1.5,5.1,.305,5.2,10.6,.495,4.0,4.7,.840,0.7,4.0,4.6,1.7,0.9,0.4,1.8,2.2,19.1
2014-15,28,MEM,NBA,SF,45,37,1361,5.6,13.0,.427,1.3,3.7,.362,4.2,9.4,.452,3.1,3.8,.825,1.1,3.8,4.9,2.1,0.7,0.6,1.4,2.1,15.6
2015-16,29,TOT,NBA,SF,80,41,2253,5.7,13.2,.430,1.1,3.4,.315,4.6,9.8,.470,2.6,3.5,.745,1.2,4.1,5.3,2.2,0.9,0.6,1.5,2.6,15.0
2015-16,29,MEM,NBA,SF,53,31,1544,5.6,13.0,.431,1.0,3.2,.309,4.6,9.8,.470,2.9,3.6,.800,1.3,4.3,5.6,2.3,0.9,0.4,1.6,2.4,15.1
2015-16,29,LAC,NBA,SF,27,10,709,5.8,13.6,.427,1.3,3.9,.325,4.5,9.6,.468,2.0,3.3,.615,1.0,3.7,4.6,2.0,0.9,1.1,1.2,3.1,14.9
2016-17,30,ORL,NBA,SF,51,10,1196,5.0,12.7,.390,1.3,4.5,.291,3.6,8.2,.445,3.3,3.9,.852,0.9,3.7,4.6,1.9,0.8,0.3,1.8,2.1,14.5
