Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,21,LAL,NBA,PF,7,39,.480,9.5,.960,.400,.120,.120,.320,.040,.458,.700,.333,.333,.250,1.000,.727,.120,2,1.000,.000,,0,0
2001-02,22,LAL,NBA,C,71,729,.477,8.1,.987,.378,.217,.201,.191,.013,.483,.574,.470,.393,.414,.000,.614,.036,11,,.000,,1,0
2002-03,23,LAL,NBA,PF,58,620,.434,8.5,.992,.341,.205,.205,.229,.008,.438,.557,.377,.453,.322,.000,.625,.012,3,,.000,,0,0
2003-04,24,LAL,NBA,PF,68,1442,.441,10.4,.994,.304,.143,.184,.363,.006,.444,.558,.364,.444,.379,.000,.709,.020,11,,.333,.000,1,0
2004-05,25,LAL,NBA,PF,43,423,.455,11.6,.994,.276,.135,.141,.442,.006,.458,.628,.524,.409,.348,.000,.577,.019,3,,.000,,0,0
2005-06,26,LAL,NBA,PF,2,6,.500,3.0,1.000,.500,.500,.000,.000,.000,.500,1.000,.000,,,,1.000,.000,0,,,,0,0
2006-07,27,ATL,NBA,C,14,81,.414,12.9,.931,.172,.172,.103,.483,.069,.407,.400,.600,.333,.357,.500,.727,.000,0,1.000,1.000,.500,0,0
