Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006-07,19,MIL,NBA,PF,66,14,14.7,2.1,5.5,.383,0.8,2.2,.365,1.3,3.3,.395,.457,1.1,1.3,.787,0.9,2.0,2.9,0.7,0.4,0.3,0.8,2.2,6.1
2007-08,20,Did Not Play (other pro league—Spain)
2008-09,21,Did Not Play (other pro league—Spain)
2009-10,22,MIL,NBA,PF,81,31,23.4,4.0,9.0,.443,1.0,3.0,.336,3.0,6.0,.496,.499,1.4,2.0,.715,1.9,4.4,6.4,1.0,0.7,0.3,0.9,3.1,10.4
2010-11,23,MIL,NBA,PF,60,34,25.1,3.7,8.5,.436,0.6,2.0,.298,3.1,6.4,.479,.471,1.6,1.7,.894,1.8,4.3,6.1,0.9,0.9,0.4,1.1,2.7,9.5
2011-12,24,MIL,NBA,PF,60,41,27.6,4.9,10.0,.492,0.9,1.9,.455,4.1,8.1,.501,.535,2.4,3.1,.781,3.3,5.6,8.8,1.2,0.7,0.7,1.3,2.2,13.0
2012-13,25,MIL,NBA,PF,73,54,27.6,5.1,11.0,.462,1.3,2.9,.444,3.8,8.1,.469,.521,1.7,2.2,.796,2.1,5.0,7.1,1.6,0.9,0.5,1.0,2.5,13.2
2013-14,26,MIL,NBA,PF,55,47,26.9,4.3,10.5,.409,0.7,2.4,.282,3.6,8.1,.446,.441,1.9,2.4,.823,1.9,4.3,6.2,1.3,0.8,0.1,1.1,2.5,11.2
2014-15,27,MIL,NBA,PF,58,36,22.7,4.5,9.6,.472,1.3,3.3,.389,3.3,6.3,.515,.539,1.2,1.8,.645,1.4,3.4,4.8,1.0,0.6,0.3,0.8,2.6,11.5
2015-16,28,TOT,NBA,PF,74,56,25.4,3.8,8.9,.424,1.3,3.5,.371,2.5,5.4,.458,.496,1.5,2.1,.721,1.9,3.5,5.4,0.9,0.7,0.4,1.0,2.3,10.4
2015-16,28,DET,NBA,PF,52,52,27.6,4.2,9.8,.425,1.5,4.1,.363,2.7,5.6,.471,.502,1.5,2.1,.725,1.9,3.5,5.4,1.1,0.7,0.5,1.1,2.3,11.3
2015-16,28,ORL,NBA,PF,22,4,20.3,2.9,7.0,.418,0.8,2.0,.409,2.1,5.0,.422,.477,1.5,2.0,.711,2.0,3.5,5.5,0.5,0.6,0.3,0.5,2.3,8.1
2016-17,29,TOT,NBA,PF,49,33,27.6,5.4,12.0,.454,2.1,5.6,.374,3.3,6.4,.524,.541,1.9,2.4,.790,1.3,4.8,6.2,1.7,0.6,0.3,1.5,2.4,14.9
2016-17,29,OKC,NBA,PF,3,0,20.7,2.0,5.3,.375,1.0,4.0,.250,1.0,1.3,.750,.469,0.0,0.0,,0.7,4.7,5.3,0.3,1.0,0.3,1.3,1.7,5.0
2016-17,29,PHI,NBA,PF,46,33,28.0,5.7,12.4,.456,2.2,5.7,.379,3.5,6.7,.521,.543,2.0,2.6,.790,1.4,4.8,6.2,1.8,0.6,0.3,1.5,2.4,15.5
