Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,10,140,.462,4.5,1.000,.462,.346,.115,.077,.000,.462,.583,.333,.667,.000,,.583,.115,3,,,,0,0
2 seasons,,MEM,NBA,,5,62,.600,3.6,1.000,.500,.400,.000,.100,.000,.600,.800,.500,,.000,,.500,.000,0,,,,0,0
1 season,,PHO,NBA,,4,75,.375,5.1,1.000,.438,.313,.188,.063,.000,.375,.429,.200,.667,.000,,.667,.188,3,,,,0,0
1 season,,HOU,NBA,,1,3,,,,,,,,,,,,,,,,,0,,,,0,0
