Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,75,705,.409,7.7,1.000,.444,.158,.146,.251,.000,.409,.579,.296,.400,.186,,.686,.175,23,,,,0,0
1 season,,NOK,NBA,,43,534,.417,8.4,1.000,.417,.129,.152,.303,.000,.417,.582,.353,.450,.200,,.691,.167,16,,,,0,0
2 seasons,,CHI,NBA,,18,80,.448,5.2,1.000,.552,.241,.138,.069,.000,.448,.625,.286,.250,.000,,.615,.207,6,,,,0,0
1 season,,CLE,NBA,,7,68,.333,4.2,1.000,.667,.167,.167,.000,.000,.333,.500,.000,.000,,,1.000,.333,1,,,,0,0
1 season,,SAC,NBA,,7,23,.000,7.8,1.000,.250,.500,.000,.250,.000,.000,.000,.000,,.000,,,.000,0,,,,0,0
