Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998-99,22,ORL,NBA,SF,50,22,1114,4.8,10.3,.463,0.3,0.8,.400,4.5,9.5,.468,3.3,4.6,.713,2.8,4.1,6.9,1.5,1.0,0.2,2.4,3.6,13.2
1999-00,23,ORL,NBA,SF,4,0,63,2.3,9.7,.235,1.1,1.1,1.000,1.1,8.6,.133,3.4,4.0,.857,2.9,4.0,6.9,4.6,2.9,0.6,0.6,4.0,9.1
2000-01,24,CLE,NBA,SG,56,55,1615,5.3,11.7,.454,0.3,1.2,.250,5.0,10.5,.477,3.0,3.7,.812,2.0,3.4,5.4,2.3,0.9,0.4,2.0,3.6,13.9
2001-02,25,PHI,NBA,SF,81,81,2541,5.5,11.9,.461,0.3,1.0,.304,5.2,10.9,.475,2.3,3.1,.743,2.9,5.2,8.1,1.5,1.0,0.1,1.8,2.8,13.6
2002-03,26,UTA,NBA,SF,78,69,2557,7.3,14.4,.511,0.9,2.3,.413,6.4,12.1,.529,3.7,4.7,.792,2.7,4.6,7.2,1.9,1.0,0.2,2.3,3.1,19.3
2003-04,27,UTA,NBA,SF,31,31,1134,6.1,13.0,.471,0.3,1.0,.242,5.9,12.0,.491,3.4,5.0,.688,2.9,5.0,7.8,2.0,0.7,0.1,2.1,3.2,15.9
2004-05,28,UTA,NBA,SF,78,55,2584,5.8,11.9,.489,0.1,0.6,.209,5.7,11.3,.504,3.4,4.4,.778,2.7,4.0,6.7,2.0,1.0,0.2,1.9,3.5,15.2
2005-06,29,UTA,NBA,SF,71,32,1944,6.0,12.6,.475,0.3,0.7,.359,5.7,11.8,.482,4.2,5.8,.725,2.9,3.9,6.8,1.8,1.1,0.3,2.0,3.7,16.4
2006-07,30,UTA,NBA,SF,77,2,1965,5.9,12.0,.491,0.2,0.7,.333,5.7,11.3,.501,4.3,5.7,.767,2.1,4.3,6.5,1.8,1.0,0.2,2.2,4.3,16.4
2007-08,31,UTA,NBA,SF,76,0,1374,6.2,12.4,.500,0.1,0.3,.200,6.2,12.2,.506,3.8,5.4,.712,2.5,3.8,6.3,2.1,1.2,0.4,2.5,4.2,16.3
2008-09,32,UTA,NBA,SG,63,2,693,5.8,12.5,.461,0.0,0.1,.000,5.8,12.4,.464,2.9,3.7,.764,2.4,3.9,6.4,1.5,1.5,0.5,1.5,5.3,14.4
