Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2004-05,28,WAS,NBA,C,9,156,.700,1.5,1.000,.700,.300,.000,.000,.000,.700,.857,.333,,,,.714,.600,6,,,,0,0
2005-06,29,WAS,NBA,C,6,70,.500,1.0,1.000,1.000,.000,.000,.000,.000,.500,.500,,,,,.000,.000,0,,,,0,0
2006-07,30,WAS,NBA,PF,4,28,.333,13.7,.667,.667,.000,.000,.000,.333,.500,.500,,,,.000,.000,.000,0,,.000,,0,0
2008-09,32,POR,NBA,PF,1,5,.000,0.0,1.000,1.000,.000,.000,.000,.000,.000,.000,,,,,,.000,0,,,,0,0
