Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2004-05,21,NJN,NBA,PF,4,154,.563,10.1,1.000,.292,.167,.250,.292,.000,.563,.643,.625,.500,.500,,.778,.083,4,,,,0,0
2005-06,22,NJN,NBA,PF,11,366,.504,9.4,1.000,.287,.240,.171,.302,.000,.504,.676,.419,.455,.436,,.754,.039,5,,,,0,0
2009-10,26,OKC,NBA,C,6,129,.405,10.5,1.000,.351,.108,.162,.378,.000,.405,.538,.500,.167,.357,,.667,.027,1,,,,0,0
2010-11,27,BOS,NBA,C,7,56,.625,11.3,1.000,.375,.125,.000,.500,.000,.625,1.000,.000,,.500,,.800,.125,1,,,,0,0
