Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2005-06,22,NYK,NBA,C,65,1572,.477,10.3,.986,.273,.217,.181,.314,.014,.479,.583,.453,.388,.458,.333,.623,.067,38,1.000,.333,.667,0,0
2006-07,23,NYK,NBA,PF,72,1896,.433,13.3,.974,.149,.168,.184,.472,.026,.440,.553,.517,.378,.400,.167,.644,.022,14,1.000,.333,.000,0,0
2007-08,24,POR,NBA,C,78,1342,.488,13.6,.978,.196,.146,.097,.539,.022,.492,.652,.348,.455,.480,.300,.752,.051,21,.667,.300,.333,0,0
2008-09,25,POR,NBA,PF,63,746,.423,16.0,.876,.142,.101,.060,.573,.124,.436,.526,.407,.375,.425,.333,.794,.022,6,1.000,.485,.500,0,0
2009-10,26,PHO,NBA,C,81,2190,.451,19.7,.442,.102,.077,.033,.230,.558,.466,.611,.481,.261,.426,.439,.690,.034,20,.965,.105,.634,1,0
2010-11,27,PHO,NBA,PF,77,2541,.432,19.7,.470,.078,.095,.052,.245,.530,.479,.708,.544,.395,.399,.390,.679,.029,22,.988,.125,.473,2,0
2011-12,28,PHO,NBA,PF,64,1669,.416,17.6,.571,.131,.135,.049,.256,.429,.469,.650,.494,.333,.389,.346,.598,.044,24,.967,.087,.435,0,0
2013-14,30,PHO,NBA,PF,82,2312,.432,19.0,.445,.117,.093,.068,.166,.555,.509,.615,.458,.547,.450,.370,.477,.024,17,.981,.095,.293,3,0
2014-15,31,ORL,NBA,PF,75,1870,.392,21.9,.290,.047,.060,.033,.150,.710,.390,.391,.379,.313,.411,.393,.636,.006,2,.978,.095,.333,0,0
2015-16,32,TOT,NBA,PF-C,70,1200,.438,19.4,.323,.112,.069,.037,.098,.677,.545,.641,.500,.462,.500,.387,.738,.035,11,.989,.221,.365,0,0
2015-16,32,ORL,NBA,PF,44,754,.435,19.2,.349,.140,.059,.022,.124,.651,.508,.615,.364,.500,.478,.397,.758,.048,8,.979,.215,.346,0,0
2015-16,32,CLE,NBA,C,26,446,.441,19.7,.292,.081,.081,.056,.068,.708,.596,.692,.615,.444,.545,.377,.714,.019,3,1.000,.228,.385,0,0
2016-17,33,CLE,NBA,C,41,762,.441,18.8,.360,.148,.101,.061,.054,.640,.477,.545,.400,.500,.375,.421,.843,.040,9,1.000,.211,.475,0,0
