Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2010-11,24,TOT,NBA,C,41,8,14.5,1.5,2.7,.559,0.0,0.0,,1.5,2.7,.559,.559,1.0,1.5,.650,0.9,2.0,2.9,0.5,0.4,0.6,0.8,2.5,4.0
2010-11,24,BOS,NBA,C,37,7,14.4,1.6,2.6,.598,0.0,0.0,,1.6,2.6,.598,.598,0.9,1.5,.630,0.8,2.1,2.9,0.5,0.4,0.6,0.9,2.5,4.1
2010-11,24,CLE,NBA,C,4,1,16.0,1.0,3.5,.286,0.0,0.0,,1.0,3.5,.286,.286,1.3,1.5,.833,1.5,1.3,2.8,0.3,0.5,0.8,0.5,3.0,3.3
2011-12,25,CLE,NBA,C,28,9,11.9,1.4,2.6,.527,0.0,0.0,,1.4,2.6,.527,.527,0.8,1.5,.512,0.7,1.9,2.6,0.3,0.4,0.2,0.6,2.1,3.5
