Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,36,845,.374,15.8,.615,.276,.056,.070,.213,.385,.386,.468,.438,.300,.295,.355,.279,.000,0,.897,.191,.476,2,0
2 seasons,,DET,NBA,,27,606,.359,16.8,.579,.258,.043,.067,.211,.421,.355,.426,.444,.286,.273,.364,.326,.000,0,.938,.216,.421,2,0
1 season,,BOS,NBA,,4,133,.436,12.7,.744,.359,.077,.077,.231,.256,.483,.643,.000,.000,.556,.300,.286,.000,0,.667,.200,1.000,0,0
1 season,,MEM,NBA,,4,103,.405,13.2,.703,.297,.108,.081,.216,.297,.423,.455,.750,.667,.125,.364,.091,.000,0,.750,.000,,0,0
1 season,,DEN,NBA,,1,3,.000,25.0,.000,.000,.000,.000,.000,1.000,,,,,,.000,,.000,0,,.000,,0,0
