Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2012-13,24,HOU,NBA,PG,4,84,.250,18.1,.500,.167,.083,.000,.250,.500,.333,.750,.000,,.167,.167,.250,.000,0,1.000,.167,.000,0,0
2013-14,25,HOU,NBA,PG,6,177,.410,13.5,.623,.279,.213,.016,.115,.377,.526,.588,.385,.000,.714,.217,.200,.000,0,.600,.174,.000,0,0
2015-16,27,CHO,NBA,SG,7,189,.413,10.5,.778,.460,.111,.079,.127,.222,.469,.586,.429,.200,.250,.214,.261,.000,0,.667,.071,.000,0,0
