Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,24,ORL,NBA,PG,75,1008,.336,14.1,.707,.272,.110,.113,.212,.293,.392,.475,.317,.262,.392,.202,.350,.003,1,.773,.083,.222,5,0
2001-02,25,ORL,NBA,PG,81,1854,.434,13.5,.771,.275,.109,.107,.280,.229,.459,.536,.416,.425,.412,.353,.288,.002,2,.758,.086,.438,0,0
2002-03,26,MIN,NBA,PG,79,2600,.428,16.2,.722,.188,.051,.089,.393,.278,.452,.533,.286,.435,.439,.365,.410,.001,1,.753,.128,.235,2,1
2003-04,27,MIN,NBA,PG,29,503,.386,18.4,.628,.111,.063,.101,.353,.372,.377,.478,.385,.238,.384,.403,.327,.000,0,.581,.182,.571,0,0
2004-05,28,MIN,NBA,PG,79,1729,.401,18.1,.611,.133,.051,.089,.339,.389,.436,.500,.235,.475,.431,.345,.260,.000,0,.640,.101,.192,0,0
2005-06,29,MIN,NBA,PG,36,800,.381,17.0,.697,.159,.039,.123,.375,.303,.375,.509,.385,.268,.352,.396,.230,.000,0,.475,.059,.667,0,0
2006-07,30,MIN,NBA,PG,34,554,.379,18.4,.590,.113,.021,.113,.344,.410,.400,.318,1.000,.455,.373,.350,.348,.000,0,.929,.150,.333,0,0
2007-08,31,GSW,NBA,PG,9,93,.290,19.8,.613,.032,.097,.129,.355,.387,.263,1.000,.000,.250,.273,.333,.200,.000,0,.750,.167,.000,1,0
