Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2011-12,23,NOH,NBA,PF,42,630,.452,5.3,.992,.587,.222,.119,.063,.008,.456,.568,.179,.600,.125,.000,.754,.087,11,,.000,,0,0
2012-13,24,NOH,NBA,SF,59,646,.500,6.9,1.000,.500,.208,.104,.189,.000,.500,.660,.182,.364,.500,,.698,.038,2,,,,0,0
2013-14,25,NOP,NBA,SF,5,42,.222,6.0,1.000,.444,.333,.111,.111,.000,.222,.000,.667,.000,.000,,1.000,.000,0,,,,0,0
2014-15,26,TOT,NBA,PF-SF,62,1490,.412,11.6,.950,.213,.213,.183,.337,.050,.417,.596,.351,.432,.336,.318,.646,.029,10,1.000,.864,.368,0,0
2014-15,26,OKC,NBA,SF,22,450,.357,10.0,.992,.254,.262,.151,.325,.008,.360,.469,.303,.526,.244,.000,.644,.032,2,,.000,,0,0
2014-15,26,NYK,NBA,PF,40,1040,.434,12.2,.934,.196,.193,.196,.342,.066,.441,.661,.377,.403,.370,.333,.646,.028,8,1.000,.905,.368,0,0
2015-16,27,NYK,NBA,PF,59,1313,.442,13.4,.715,.217,.183,.105,.209,.285,.458,.578,.357,.450,.425,.404,.592,.026,10,.909,.541,.390,1,0
2016-17,28,NYK,NBA,PF,30,527,.379,15.3,.650,.186,.171,.057,.236,.350,.352,.385,.333,.375,.333,.429,.500,.007,1,.952,.490,.417,0,0
