Season,Team,Lg,Salary
2009-10,Philadelphia 76ers,NBA,"$1,514,280"
2010-11,Philadelphia 76ers,NBA,"$1,627,920"
2011-12,Philadelphia 76ers,NBA,"$1,741,440"
2012-13,Philadelphia 76ers,NBA,"$2,674,852"
2013-14,New Orleans Pelicans,NBA,"$9,213,484"
2014-15,New Orleans Pelicans,NBA,"$9,904,495"
2015-16,New Orleans Pelicans,NBA,"$10,595,507"
