Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007-08,21,MIL,NBA,PG,17,7,26.5,3.0,6.9,.436,0.2,0.4,.429,2.8,6.5,.436,.449,1.9,2.4,.780,0.5,2.9,3.4,7.5,1.0,0.2,2.1,1.5,8.1
2008-09,22,MIL,NBA,PG,79,39,27.5,4.4,9.8,.445,0.1,0.4,.176,4.3,9.4,.457,.449,3.6,4.5,.794,0.8,2.6,3.4,5.7,1.1,0.1,1.9,2.0,12.4
2009-10,23,MIN,NBA,PG,82,1,21.1,3.1,6.8,.456,0.0,0.2,.067,3.1,6.6,.467,.457,2.0,2.8,.717,0.7,1.9,2.6,3.1,0.7,0.1,1.7,1.7,8.2
2010-11,24,CLE,NBA,PG,81,38,26.3,4.5,9.6,.466,0.0,0.2,.200,4.4,9.4,.472,.468,4.3,5.2,.823,0.6,2.6,3.1,5.2,0.7,0.1,2.2,1.1,13.3
2011-12,25,TOT,NBA,PG,64,23,26.7,3.8,8.8,.428,0.7,1.5,.443,3.1,7.3,.425,.466,3.0,3.9,.782,0.5,2.8,3.3,5.5,0.7,0.0,2.2,1.6,11.3
2011-12,25,CLE,NBA,PG,41,4,24.5,3.4,8.6,.398,0.6,1.5,.419,2.8,7.1,.394,.435,3.0,3.6,.830,0.5,2.6,3.1,5.2,0.7,0.0,2.0,1.5,10.5
2011-12,25,LAL,NBA,PG,23,19,30.5,4.4,9.2,.479,0.7,1.5,.486,3.7,7.7,.477,.519,3.1,4.4,.713,0.6,3.2,3.8,6.2,0.7,0.1,2.6,1.6,12.7
2012-13,26,CHA,NBA,SG,61,0,27.1,4.5,11.1,.408,0.5,1.8,.308,4.0,9.3,.427,.433,4.8,5.7,.839,0.4,2.3,2.8,3.8,0.8,0.1,1.7,1.5,14.4
2013-14,27,TOT,NBA,PG,83,19,26.7,4.0,9.3,.429,0.4,1.5,.282,3.6,7.8,.457,.452,3.9,4.9,.807,0.5,2.0,2.4,4.1,0.6,0.1,1.8,1.1,12.3
2013-14,27,CHA,NBA,PG,55,7,23.7,3.5,8.5,.409,0.3,1.2,.221,3.2,7.2,.441,.425,3.3,4.3,.782,0.4,1.7,2.1,3.7,0.6,0.1,1.7,0.9,10.5
2013-14,27,MIL,NBA,PG,28,12,32.5,5.0,10.9,.461,0.7,2.0,.357,4.3,8.9,.484,.493,5.1,6.1,.841,0.6,2.5,3.1,4.8,0.6,0.1,2.0,1.4,15.8
2014-15,28,TOT,NBA,PG,64,10,18.6,2.0,5.2,.374,0.3,0.9,.317,1.7,4.3,.387,.403,2.1,2.7,.769,0.4,1.9,2.3,2.8,0.5,0.0,1.3,1.1,6.3
2014-15,28,SAC,NBA,PG,36,7,17.8,1.8,5.1,.344,0.2,0.8,.214,1.6,4.3,.368,.361,1.8,2.4,.727,0.4,1.6,1.9,2.7,0.4,0.0,1.4,1.3,5.4
2014-15,28,WAS,NBA,PG,28,3,19.5,2.2,5.4,.411,0.5,1.1,.406,1.8,4.3,.412,.454,2.5,3.0,.812,0.4,2.3,2.7,3.1,0.6,0.0,1.3,1.0,7.4
2015-16,29,WAS,NBA,PG,82,5,20.3,3.4,7.2,.473,0.4,1.4,.324,3.0,5.9,.507,.503,2.6,3.5,.756,0.3,2.2,2.5,2.9,0.6,0.1,1.4,1.2,9.9
2016-17,30,CHO,NBA,PG,50,1,16.2,2.0,5.3,.380,0.4,1.2,.339,1.6,4.0,.393,.420,1.8,2.4,.771,0.2,1.2,1.5,2.6,0.5,0.1,0.9,0.9,6.2
