Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2009-10,24,IND,NBA,PF,29,511,.360,9.4,.982,.289,.258,.173,.262,.018,.367,.492,.293,.308,.339,.000,.630,.053,11,,.250,.000,0,0
2010-11,25,IND,NBA,PF,70,1535,.465,10.6,.997,.258,.212,.173,.354,.003,.466,.601,.392,.387,.452,.000,.618,.059,34,,.000,,0,0
2011-12,26,IND,NBA,PF,66,1442,.405,9.8,.998,.280,.267,.111,.340,.002,.406,.604,.289,.321,.362,.000,.603,.025,12,,.000,,1,0
2012-13,27,IND,NBA,PF,81,1366,.432,7.1,.993,.464,.233,.084,.211,.007,.436,.577,.337,.176,.337,.000,.528,.093,32,,.000,,0,0
2013-14,28,TOR,NBA,PF,64,978,.474,4.6,.990,.531,.357,.031,.071,.010,.479,.567,.414,.167,.286,.000,.634,.097,18,,.500,.000,0,0
2014-15,29,TOR,NBA,PF,74,1058,.521,4.0,.958,.648,.248,.024,.042,.042,.538,.570,.488,.250,.429,.143,.765,.127,21,1.000,.857,.167,0,0
2015-16,30,CHO,NBA,PF,44,343,.451,3.5,.958,.606,.310,.028,.014,.042,.441,.581,.182,.500,.000,.667,.567,.141,9,1.000,.000,,0,0
