Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2008-09,25,HOU,NBA,PF,3,0,6,8.9,17.7,.500,0.0,0.0,,8.9,17.7,.500,0.0,0.0,,0.0,8.9,8.9,8.9,0.0,0.0,0.0,0.0,17.7,,122,108
2009-10,26,TOT,NBA,PF,15,0,106,4.3,9.6,.450,0.0,0.0,,4.3,9.6,.450,2.4,5.8,.417,7.7,13.0,20.7,1.0,1.4,1.0,2.9,10.1,11.1,,98,105
2009-10,26,HOU,NBA,PF,7,0,54,4.7,10.4,.455,0.0,0.0,,4.7,10.4,.455,0.9,1.9,.500,10.4,13.2,23.6,1.9,1.9,0.9,3.8,11.3,10.4,,101,103
2009-10,26,SAC,NBA,PF,8,0,52,3.9,8.8,.444,0.0,0.0,,3.9,8.8,.444,3.9,9.8,.400,4.9,12.8,17.7,0.0,1.0,1.0,2.0,8.8,11.8,,94,107
2010-11,27,TOR,NBA,C,43,9,522,5.1,9.8,.525,0.0,0.0,,5.1,9.8,.525,3.1,6.4,.477,7.8,11.0,18.8,2.7,2.4,1.7,3.9,7.7,13.4,,103,107
2014-15,31,HOU,NBA,PF,69,17,854,4.7,8.4,.552,0.0,0.1,.000,4.7,8.4,.556,1.4,4.8,.289,6.0,10.2,16.2,1.5,2.3,1.5,2.4,9.1,10.7,,103,100
