Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2004-05,25,SEA,NBA,SF,29,520,.435,12.8,.649,.315,.155,.036,.143,.351,.523,.679,.538,.167,.250,.271,.421,.077,11,.938,.254,.200,0,0
2005-06,26,SEA,NBA,SF,82,1525,.444,10.8,.871,.320,.161,.147,.244,.129,.472,.727,.314,.281,.358,.250,.531,.060,24,1.000,.482,.370,0,0
2006-07,27,SEA,NBA,SF,82,2037,.435,13.0,.797,.271,.115,.125,.287,.203,.442,.632,.348,.413,.312,.410,.500,.051,24,.800,.393,.375,2,0
2007-08,28,SEA,NBA,SF,76,1843,.403,14.6,.770,.198,.098,.158,.316,.230,.427,.511,.394,.358,.418,.323,.421,.036,21,.900,.368,.368,1,0
2008-09,29,OKC,NBA,SG,41,636,.362,15.2,.662,.197,.103,.094,.268,.338,.355,.476,.136,.300,.368,.375,.560,.033,5,1.000,.458,.333,0,0
2009-10,30,MIN,NBA,SF,80,1585,.433,12.2,.840,.302,.123,.160,.255,.160,.459,.635,.319,.393,.361,.295,.537,.052,18,.722,.426,.192,3,1
2010-11,31,ATL,NBA,SF,52,676,.504,9.4,.927,.409,.168,.146,.204,.073,.528,.589,.478,.500,.464,.200,.642,.080,10,1.000,.500,.200,1,0
2011-12,32,DET,NBA,SF,60,922,.394,12.5,.881,.233,.150,.212,.285,.119,.406,.689,.414,.195,.327,.304,.594,.067,11,.857,.435,.300,1,0
2012-13,33,PHI,NBA,SG,61,1095,.459,12.0,.839,.263,.190,.139,.247,.161,.483,.578,.483,.364,.449,.333,.617,.051,15,1.000,.471,.417,1,0
