Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2007-08,20,MIL,NBA,PF,66,1647,.421,12.4,.960,.288,.088,.112,.471,.040,.427,.473,.261,.310,.457,.286,.770,.090,40,.833,.095,.000,0,0
2008-09,21,NJN,NBA,PF,61,1421,.382,15.1,.720,.238,.060,.098,.324,.280,.397,.462,.467,.327,.358,.343,.748,.050,22,.979,.200,.464,0,0
2009-10,22,NJN,NBA,PF,52,1655,.403,11.8,.927,.288,.147,.110,.382,.073,.406,.506,.277,.419,.377,.366,.675,.075,35,.867,.073,.000,0,0
2010-11,23,WAS,NBA,PF,63,1112,.418,12.9,.963,.222,.130,.161,.450,.037,.425,.649,.178,.339,.417,.231,.732,.095,30,1.000,.077,.000,0,0
2011-12,24,DAL,NBA,PF,30,203,.378,15.4,.878,.171,.085,.061,.561,.122,.389,.429,.143,.200,.435,.300,.821,.049,4,1.000,.000,,0,0
